department,promoted,review,projects,salary,tenure,satisfaction,bonus,avg_hrs_month,left
admin,0,0.690500501,3,medium,5,0.462698472,0,180.3822581,0
operations,0,0.696407755,3,medium,6,0.380146367,0,183.9844578,1
support,0,0.699903602,3,medium,8,0.458048954,0,188.9254749,1
sales,0,0.714707444,3,medium,8,0.438696113,1,188.190003,0
admin,0,0.748509452,4,medium,9,0.347150855,0,191.0224755,0
retail,0,0.516632239,4,medium,8,0.43770189,0,188.8888194,0
marketing,0,0.704543259,3,medium,5,0.447838713,1,179.5701042,0
operations,0,0.621570922,3,low,7,0.388421031,0,185.7079536,0
logistics,0,0.831501353,4,low,4,0.346650912,0,178.0637815,1
retail,0,0.756807372,3,medium,6,0.525689123,1,182.4568608,0
sales,0,0.649694363,3,medium,8,0.588484649,0,189.1407035,0
operations,0,0.53108946,3,medium,7,0.730680419,0,186.2251562,1
admin,0,0.664088243,3,medium,6,0.629133797,0,182.4496896,0
engineering,0,0.601688581,2,medium,7,0.67926445,0,187.1299835,1
sales,0,0.751074808,4,medium,8,0.410107558,0,188.1649278,0
operations,0,0.574954402,3,medium,6,0.768398557,1,182.6439357,0
engineering,0,0.600679097,3,medium,8,0.546144251,0,187.7747232,1
sales,1,0.579325632,4,high,7,0.350347601,1,184.8930965,0
sales,0,0.46126286,3,medium,6,0.882504858,0,182.0220018,0
marketing,0,0.444330411,3,high,4,0.873598525,1,176.3825703,0
marketing,1,0.70592343,4,medium,5,0.54108741,0,180.404351,0
sales,0,0.588866029,3,high,4,0.676441943,1,177.1060583,0
sales,0,0.662152522,3,low,8,0.420878831,0,189.9042115,0
retail,0,0.719669366,4,medium,7,0.1795366,0,186.4968099,0
operations,0,0.746638107,4,low,6,0.394926496,0,183.9966105,0
retail,0,0.630463082,4,low,5,0.588098171,0,179.3410114,0
operations,0,0.602827028,4,medium,7,0.315392348,1,185.5191379,0
engineering,0,0.734964362,3,high,8,0.450478658,0,189.3277231,1
logistics,0,0.708968932,3,low,6,0.429617928,0,182.9305126,1
sales,0,0.610169379,4,medium,5,0.717519748,1,178.8037557,0
sales,0,0.682851063,3,medium,4,0.101688117,0,177.3443224,0
operations,0,0.600637147,4,low,5,0.776229566,0,180.2817855,0
marketing,0,0.618388252,4,medium,8,0.369374605,0,188.3070574,1
sales,0,0.574962917,3,medium,9,0.318401972,1,191.1429849,0
engineering,0,0.638905393,3,medium,8,0.510905648,1,188.2915359,1
retail,0,0.725317569,3,high,6,0.296793448,1,184.4876407,1
support,0,0.731880274,4,medium,6,0.437362909,0,181.6874007,1
retail,0,0.559180631,3,medium,8,0.310940339,0,187.7337948,0
operations,0,0.517090334,3,low,6,0.327797268,1,182.8086818,0
marketing,0,0.601379213,3,high,6,0.59055226,0,182.52962,0
retail,0,0.654169716,3,medium,8,0.445299498,1,188.8718415,0
marketing,0,0.560463705,3,low,3,0.985066796,0,175.1375852,0
operations,0,0.571999368,2,high,7,0.230173586,1,185.0319521,0
admin,1,0.808880649,3,medium,6,0.392052867,0,181.6460098,1
finance,1,0.578038381,4,medium,6,0.64947779,0,181.5938873,0
operations,0,0.587894831,3,medium,8,0.369587946,0,189.2740495,0
operations,0,0.717204489,4,medium,5,0.554151786,0,179.8956128,0
retail,0,0.589319735,3,medium,6,0.736792673,0,181.8813562,0
retail,0,0.742615655,3,medium,7,0.236767803,1,184.5671231,0
IT,0,0.594664638,3,medium,7,0.558087003,0,187.3066584,1
finance,0,0.709002786,3,medium,6,0.493705658,0,182.008711,0
support,0,0.627559273,4,medium,6,0.55982111,0,182.3039937,0
support,0,0.651825709,4,medium,6,0.386984486,0,183.6202658,0
retail,0,0.653083426,4,low,4,0.55584708,0,177.3253348,0
support,0,0.674320981,3,medium,5,0.461813673,0,181.0354485,1
finance,0,0.721561093,3,medium,8,0.560600171,0,189.5898146,1
engineering,0,0.710895033,3,high,8,0.364367417,0,187.9938714,0
operations,0,0.456782493,4,low,7,0.279640075,0,187.4325059,0
sales,0,0.569063317,4,medium,7,0.761343867,0,186.9035252,1
engineering,0,0.587801557,3,medium,6,0.675605392,1,182.5076654,0
operations,0,0.636532477,3,low,8,0.36491432,0,188.9377981,0
admin,0,0.754256083,3,medium,7,0.325151311,1,185.7537301,0
sales,0,0.712202845,3,medium,5,0.530864881,0,179.8281742,0
operations,0,0.591836837,2,medium,6,0.545138931,0,181.8260684,1
marketing,0,0.738703762,4,low,6,0.302678474,0,184.157145,1
engineering,0,0.534388333,3,medium,9,0.585374545,0,190.9900666,0
marketing,0,0.705063413,3,high,5,0.453387003,0,181.2468731,1
marketing,0,0.842047326,3,medium,8,0.516409204,0,188.2033365,0
engineering,0,0.776023628,2,medium,6,0.353326344,0,181.9327543,1
retail,0,0.508087959,3,medium,9,0.511084349,1,191.6831653,0
engineering,0,0.571043614,3,medium,8,0.450659723,0,187.6730844,0
support,0,0.698102015,3,medium,8,0.518594949,0,188.7053706,1
admin,0,0.657188978,4,low,8,0.477037317,0,190.081317,0
support,0,0.80304176,3,medium,5,0.374948154,1,179.4247789,1
engineering,0,0.636654141,3,low,6,0.556704728,0,183.6343277,0
marketing,0,0.631020951,3,medium,5,0.521816674,0,180.7692545,0
operations,0,0.628560968,3,medium,7,0.302840698,0,185.7513522,0
operations,0,0.768519695,3,medium,5,0.384437923,0,179.3731404,1
operations,0,0.571914785,3,medium,7,0.342229783,0,185.4160831,0
engineering,0,0.706885233,4,medium,7,0.329950338,0,186.4767992,0
operations,0,0.680050245,3,medium,6,0.533883059,0,183.3840645,0
sales,0,0.759079121,3,medium,9,0.360053107,0,192.5764629,0
support,0,0.704662157,3,high,6,0.569039648,0,182.7221194,0
IT,0,0.714959001,3,medium,7,0.426552665,0,186.6602926,0
engineering,0,0.811867162,4,medium,5,0.215716223,0,180.8597083,0
admin,0,0.711208568,4,medium,8,0.487082941,1,190.2567714,0
support,0,0.687032692,3,medium,8,0.466113467,1,189.0330112,0
sales,0,0.529073432,3,medium,7,0.334757054,0,187.0602954,0
operations,0,0.639620822,3,medium,4,0.603319199,0,178.2244255,1
retail,0,0.603599628,3,medium,8,0.545878072,1,189.2694928,0
operations,0,0.811002448,3,medium,8,0.695350243,0,187.8110855,1
engineering,1,0.618966608,3,medium,7,0.559603704,0,185.558523,0
IT,0,0.822216233,3,medium,5,0.429236739,0,181.2778654,1
retail,0,0.776383289,3,medium,8,0.440484396,0,189.511237,0
finance,0,0.564683301,4,high,5,0.769562636,0,180.2871799,0
engineering,0,0.625465436,3,medium,8,0.632862126,0,187.9211219,1
retail,0,0.639213752,4,medium,5,0.668338533,0,179.252851,0
retail,0,0.526928059,4,medium,7,0.640609584,0,185.1126818,0
operations,0,0.738980918,4,medium,6,0.520221039,1,182.7286481,0
sales,0,0.699132722,3,medium,5,0.637052789,0,180.2585048,0
engineering,0,0.496095121,3,medium,6,0.760566629,0,184.1472233,0
finance,0,0.490424249,4,medium,7,0.733839227,0,186.8496692,1
operations,0,0.729287125,3,medium,8,0.486505589,0,187.5702964,0
marketing,0,0.712626038,2,low,6,0.365504538,0,183.3655799,0
marketing,0,0.8143568,4,medium,6,0.290614993,0,183.5924709,0
marketing,0,0.635866507,2,medium,7,0.31150055,0,184.7990129,0
engineering,0,0.777609019,3,medium,5,0.374038155,0,181.1255503,0
engineering,0,0.670999773,3,high,8,0.417900147,0,189.1086121,1
marketing,0,0.635854148,4,medium,6,0.598672526,0,182.7809054,0
marketing,0,0.77711876,3,medium,6,0.33890775,0,182.9603707,0
retail,0,0.590123559,3,medium,7,0.629684218,1,185.1309466,0
sales,0,0.592900026,4,medium,7,0.276742234,0,186.4377936,0
IT,0,0.585815201,4,medium,8,0.328595447,1,187.9404549,0
operations,0,0.725086477,3,medium,8,0.489058058,0,187.8113672,0
engineering,0,0.597979861,3,medium,5,0.761528117,0,179.328137,0
finance,0,0.710764209,3,medium,6,0.368048643,1,181.9259934,1
retail,0,0.627557658,3,medium,7,0.371411774,0,186.8280646,1
retail,1,0.640688284,4,high,6,0.636768537,0,181.514746,0
operations,0,0.866937702,3,medium,5,0.334363475,0,179.3213576,1
retail,0,0.54165708,5,low,10,0.671921944,0,194.9114959,0
sales,0,0.746945838,3,medium,6,0.283392868,0,184.2612867,1
operations,0,0.604287064,3,medium,7,0.699929502,0,184.5706992,0
support,0,0.611258107,3,medium,8,0.606325351,0,187.7115111,1
engineering,0,0.556173708,3,medium,7,0.597024602,1,186.8305781,1
marketing,0,0.711621573,4,low,5,0.49889131,0,178.8029976,1
sales,0,0.797944423,3,low,5,0.435783281,0,179.5419454,1
operations,0,0.82002089,3,high,6,0.295249231,0,183.1482736,1
engineering,0,0.576674877,3,high,6,0.158171803,0,181.5141449,0
operations,0,0.632936342,4,low,9,0.36317145,0,190.9627624,0
IT,0,0.844717618,3,medium,6,0.310646311,0,182.4218751,1
logistics,0,0.744676502,4,medium,5,0.254077902,0,181.2821419,0
sales,0,0.501535079,3,medium,7,0.639924099,0,186.2236016,1
marketing,0,0.531920161,3,medium,5,0.715676116,0,180.0277617,0
support,0,0.749049923,3,high,4,0.470531328,0,177.9370628,0
marketing,0,0.677035165,3,medium,5,0.586866312,0,181.2135951,0
marketing,0,0.521513321,3,low,7,0.713184367,0,186.5493666,1
sales,0,0.713085424,3,low,6,0.295969052,0,184.1265148,0
sales,0,0.792872518,4,medium,6,0.316438469,0,182.9063538,1
engineering,0,0.728641749,3,low,8,0.608113561,0,189.7801243,0
IT,0,0.612500244,3,medium,5,0.731414886,0,180.1662893,0
sales,0,0.702360673,3,high,7,0.338048553,0,185.2847082,0
engineering,1,0.495945508,4,medium,6,0.295681312,0,181.9285554,0
engineering,0,0.619956366,3,medium,6,0.56942791,1,182.2247296,0
retail,0,0.586159,3,medium,8,0.466112983,0,188.4911197,0
operations,0,0.672469702,3,high,3,0.79354133,0,174.876539,0
IT,0,0.542375867,4,medium,7,0.70460324,0,186.6737017,1
engineering,0,0.613480345,3,medium,7,0.356219719,0,184.9255168,0
sales,0,0.650264843,3,medium,7,0.36018029,0,185.8405294,0
IT,0,0.654690794,3,medium,8,0.441197973,0,189.3005411,0
sales,0,0.714651261,4,medium,8,0.400451703,0,189.6505065,1
engineering,0,0.727316519,4,medium,8,0.457949806,0,188.0625758,0
engineering,0,0.798600375,3,high,4,0.567508615,0,176.372679,1
admin,0,0.649302948,3,medium,6,0.655639809,0,181.6013792,0
admin,0,0.565149969,3,medium,6,0.700693563,0,182.6366573,0
finance,0,0.511855847,4,low,8,0.475050925,0,188.7975519,0
operations,0,0.554084457,4,high,6,0.239399609,0,182.6872726,0
retail,0,0.586243736,4,low,6,0.712624332,1,182.5967955,0
sales,0,0.640256401,3,medium,5,0.212482246,0,181.4764305,0
support,0,0.498279323,4,medium,7,0.726459824,0,186.1939314,1
retail,0,0.723298536,3,high,7,0.40281627,0,186.6106989,0
marketing,0,0.821321649,4,medium,6,0.24817841,1,181.8521404,1
retail,0,0.659226622,4,low,5,0.199163998,0,181.1598166,0
logistics,0,0.769343204,3,medium,5,0.364577989,0,181.327252,1
sales,0,0.560478001,3,medium,6,0.353627317,1,183.0165075,0
operations,0,0.723493491,3,medium,7,0.398188593,1,187.2455365,0
sales,0,0.660416828,4,medium,5,0.588675198,0,178.9657323,0
admin,0,0.740422648,4,medium,5,0.432246722,0,179.5261204,0
engineering,0,0.636960204,3,medium,7,0.678137738,1,187.0905457,1
engineering,0,0.409309161,3,low,5,0.78395619,0,180.6130259,0
engineering,0,0.689668979,3,medium,5,0.440655154,0,180.7999159,0
sales,0,0.576295767,3,medium,6,0.478641164,0,184.3025598,0
operations,0,0.640456171,3,medium,7,0.425258245,0,185.6224766,1
retail,0,0.661384263,3,medium,6,0.304393927,0,182.3057938,0
admin,0,0.611641171,3,medium,8,0.390071749,0,188.3831148,0
sales,0,0.698411127,4,low,4,0.653238267,1,177.960783,0
logistics,0,0.604156526,4,low,6,0.670703803,0,183.2354522,0
finance,0,0.678224562,4,low,4,0.644268633,0,178.3330443,0
logistics,0,0.505072524,3,medium,7,0.577918038,0,187.3619546,1
support,0,0.660247929,4,medium,6,0.584632026,0,183.4220533,0
sales,0,0.740011869,4,high,6,0.20318019,0,182.8950556,1
sales,0,0.619574699,3,medium,7,0.432828843,0,187.4699761,0
engineering,0,0.632512937,3,medium,4,0.860026262,0,176.0731648,0
operations,0,0.696824013,4,medium,7,0.267332888,0,185.081975,0
logistics,0,0.500469224,4,low,7,0.367033893,0,187.4917105,0
finance,0,0.705623608,4,low,8,0.55049115,0,188.9386815,1
engineering,0,0.632469694,3,medium,8,0.628248446,1,188.0939086,0
sales,0,0.623367572,3,low,6,0.798854522,1,183.9259148,0
sales,0,0.710879482,3,medium,6,0.377582016,0,181.9751251,1
sales,0,0.621065279,3,medium,7,0.498010302,0,184.9365299,0
operations,0,0.632900594,3,high,7,0.362091913,1,185.2164862,0
support,0,0.522798545,4,medium,9,0.480862296,0,191.3524549,0
support,0,0.604543299,3,medium,9,0.436679822,1,191.3238056,0
engineering,0,0.724179324,4,medium,6,0.370922751,0,183.1711512,1
marketing,0,0.614331927,4,high,8,0.568196873,1,188.0666965,1
retail,0,0.450659438,3,medium,7,0.381774025,0,186.8989009,0
operations,0,0.840336204,3,high,5,0.465304795,1,180.885197,1
admin,0,0.563043338,3,high,4,0.858036734,0,177.5039853,0
IT,0,0.738054396,3,low,6,0.45060349,0,182.8426821,1
sales,0,0.625465935,3,medium,4,0.15931717,0,177.18547,0
support,0,0.560948105,3,medium,7,0.278696299,0,185.5348439,0
sales,0,0.730676861,3,medium,4,0.60868194,0,178.1724149,0
retail,0,0.701297407,3,low,5,0.507744555,0,181.4137132,0
retail,0,0.529833563,3,medium,6,0.284570886,0,183.089894,0
engineering,0,0.562368529,3,medium,5,0.818746734,0,178.6854594,0
support,0,0.694742021,4,high,4,0.611305749,0,176.9180273,1
marketing,0,0.580325757,3,medium,7,0.647206418,0,187.173677,1
sales,0,0.781193158,3,medium,4,0.574948252,0,177.0113618,1
operations,0,0.588362157,3,medium,8,0.459702876,0,188.4015923,0
support,1,0.635385402,3,medium,7,0.429400294,0,186.0430808,0
engineering,0,0.737511946,4,high,7,0.405809295,0,186.7673116,0
IT,0,0.422340652,2,medium,7,0.675074492,0,185.9616531,1
operations,0,0.674497501,3,medium,7,0.441479373,0,185.5068092,0
admin,0,0.70693738,3,high,8,0.589164464,0,188.6300928,1
retail,0,0.619076477,4,low,5,0.76806585,1,180.0389142,0
operations,0,0.759507387,3,medium,6,0.434668528,0,184.2339086,0
admin,0,0.63556957,3,low,6,0.618727348,0,183.5218952,0
sales,0,0.745055511,3,medium,5,0.151989262,0,180.2236816,0
sales,0,0.852030005,3,medium,4,0.446523385,1,177.6633772,1
sales,0,0.656990265,3,low,10,0.596897387,0,194.3891751,0
operations,0,0.654494063,3,medium,8,0.658905641,0,187.9222159,1
admin,0,0.639544094,2,medium,5,0.671373362,0,181.0722025,0
sales,0,0.825884008,3,medium,8,0.743042615,1,187.9985821,1
operations,0,0.608797669,3,high,7,0.335707993,0,185.9256155,1
marketing,0,0.66858543,3,medium,6,0.537583538,0,183.2032808,0
engineering,0,0.581778961,4,low,8,0.432347794,0,190.3028405,0
retail,0,0.58996119,4,medium,7,0.54049418,0,187.4256945,1
engineering,0,0.517623876,3,low,7,0.443203248,0,185.8092088,0
engineering,0,0.550391361,3,low,5,0.758353106,0,179.701227,0
sales,0,0.512728093,4,low,6,0.760756618,1,182.6362962,0
operations,0,0.74249669,4,medium,6,0.411734629,0,182.1599907,1
engineering,0,0.704317102,3,medium,6,0.321575858,1,184.2481489,0
operations,0,0.670328244,3,medium,8,0.296287352,1,187.6461166,0
marketing,0,0.759242817,3,medium,5,0.548732929,1,180.3854026,0
retail,0,0.751424838,4,medium,5,0.429537684,0,181.4824735,0
retail,0,0.813570766,3,low,8,0.540826682,0,188.8208541,1
marketing,0,0.842958775,3,high,3,0.521368301,0,173.0277163,1
support,0,0.719979613,3,medium,8,0.337434498,0,187.5689067,0
sales,0,0.702187573,4,medium,8,0.438468356,1,188.6260165,1
sales,0,0.689493754,3,medium,6,0.579800464,0,183.2355367,0
finance,0,0.706415824,2,medium,6,0.530543027,0,184.007312,0
sales,0,0.538373308,4,high,5,0.810556961,0,179.0716984,0
engineering,0,0.536087814,3,medium,8,0.353349706,1,188.8608813,1
sales,0,0.5230841,2,medium,5,0.225409322,0,181.3282928,0
retail,0,0.619487109,4,low,4,0.738817772,1,175.8056389,0
retail,0,0.502372856,3,low,7,0.332607017,1,185.067373,0
sales,0,0.653290928,3,medium,5,0.652442303,0,179.4138411,0
marketing,0,0.729537014,3,medium,6,0.451258545,0,182.6231633,0
retail,0,0.733784208,2,high,8,0.504166905,0,189.2308906,1
IT,0,0.695919282,3,medium,6,0.374405827,0,182.6993296,1
engineering,0,0.549578372,3,high,4,0.747057568,0,177.6868474,0
logistics,0,0.712471035,4,low,8,0.550419776,0,188.3552042,1
retail,0,0.822322024,3,medium,4,0.369350311,0,178.2771769,1
retail,0,0.635551388,3,high,9,0.431976197,0,190.788187,0
support,0,0.515819471,3,medium,6,0.685674882,0,182.9632572,0
finance,0,0.660466346,3,medium,8,0.474875062,0,188.4814571,1
retail,0,0.68784709,3,low,5,0.57006215,1,180.2245226,0
sales,0,0.558937929,3,high,5,0.651538948,0,181.2489322,0
operations,0,0.674363419,3,medium,8,0.457017642,0,190.3840275,0
sales,0,0.685458404,3,medium,5,0.465364228,0,180.7141544,1
engineering,0,0.596062602,4,medium,9,0.580432019,0,193.1899643,0
operations,0,0.712442731,3,medium,7,0.331541087,0,186.8008512,0
sales,0,0.795989937,3,medium,5,0.59628339,1,179.390092,0
IT,0,0.640082322,3,medium,7,0.692407466,0,187.3641092,1
operations,0,0.732425691,3,medium,8,0.462173504,0,189.2579625,1
marketing,0,0.611419374,3,low,6,0.502041001,0,183.6666856,0
engineering,0,0.641156838,3,medium,7,0.6004427,0,185.2123787,0
finance,0,0.614523356,2,medium,8,0.481451456,0,189.2956188,0
engineering,0,0.588866136,4,medium,10,0.605090192,0,194.6165574,0
sales,0,0.716835098,3,low,6,0.385428434,0,183.2976958,0
marketing,0,0.671619369,3,high,7,0.384525599,0,185.2225663,0
marketing,0,0.573754195,4,high,5,0.633020642,0,181.0462527,0
sales,0,0.494391157,4,high,7,0.696390445,0,187.2150008,0
operations,0,0.599874498,4,medium,5,0.660072084,0,180.7489212,0
IT,0,0.679620922,4,low,6,0.480244995,0,183.4237873,0
admin,0,0.701414022,4,medium,4,0.597599405,1,176.6916052,0
retail,0,0.770171182,4,low,5,0.483465439,0,179.3703276,1
retail,0,0.502895181,3,medium,8,0.348731908,1,188.0248441,0
engineering,0,0.65102895,3,medium,6,0.417593053,0,184.2912738,1
retail,0,0.514359744,4,medium,6,0.32232314,0,184.2867157,0
marketing,0,0.673607533,3,high,5,0.593725915,0,180.4288209,0
engineering,0,0.631546267,3,medium,9,0.43337456,0,190.5840788,0
engineering,0,0.659825229,3,low,7,0.681404507,0,187.1768199,1
sales,0,0.531727456,3,high,4,0.835241577,0,177.8070231,0
sales,0,0.664971367,3,medium,6,0.203098069,0,182.2550537,0
retail,0,0.561140641,2,medium,7,0.625879969,1,187.2694218,1
retail,0,0.721749347,4,medium,9,0.480543883,0,192.6468102,0
sales,0,0.623001566,4,medium,8,0.484053709,0,189.4392639,0
operations,0,0.619978302,3,medium,8,0.40351615,0,187.5247502,0
engineering,0,0.581761874,3,medium,5,0.695085759,0,179.4624003,0
marketing,1,0.634588803,3,medium,8,0.384871865,1,188.395892,0
marketing,0,0.724290507,4,low,6,0.494937938,0,183.6945827,0
IT,0,0.556863484,3,medium,6,0.358886511,0,182.4725058,0
engineering,0,0.577420052,3,medium,7,0.589401531,1,187.4300018,1
engineering,0,0.713813078,4,medium,6,0.26027468,0,182.4499445,1
operations,0,0.532141088,3,medium,8,0.472595837,0,189.685592,0
operations,0,0.581174407,3,medium,5,0.717145506,0,180.1008926,0
admin,1,0.691100907,3,medium,5,0.499891647,0,180.9664169,0
retail,0,0.679212317,3,medium,8,0.551729847,1,188.4356461,1
operations,0,0.598961847,3,medium,5,0.686798369,0,181.1542387,1
retail,0,0.560499978,3,medium,7,0.566391172,0,187.2214635,1
operations,0,0.608835296,3,medium,5,0.582492787,0,180.9278318,0
engineering,0,0.633748771,3,medium,6,0.245880944,0,184.0136003,0
sales,0,0.661532255,3,medium,8,0.504955675,0,187.8480934,0
engineering,0,0.533718043,4,medium,5,0.700016878,0,178.8054816,0
retail,0,0.590585659,4,low,7,0.588712659,0,187.430623,1
admin,0,0.615521332,4,low,9,0.461905587,1,190.9518018,0
retail,0,0.563677651,3,high,8,0.583214467,0,187.6039484,1
sales,0,0.699140138,4,medium,8,0.475345475,0,188.1760024,0
retail,0,0.580693932,2,medium,7,0.704222726,1,186.9559849,1
marketing,0,0.649035633,3,medium,8,0.41861308,0,187.5918382,0
operations,0,0.764125345,4,low,8,0.625512553,1,188.7412531,1
sales,0,0.576611723,3,low,6,0.645580889,0,184.4930313,0
admin,0,0.658801698,3,medium,5,0.510878941,0,180.5977569,1
sales,1,0.453226054,4,high,6,0.329348776,0,184.4400671,0
marketing,0,0.631581152,2,high,6,0.64733438,0,182.5870722,0
sales,1,0.671921458,4,high,9,0.473597513,0,192.5074051,0
IT,0,0.724624759,3,high,6,0.389737327,0,181.9575734,1
retail,1,0.694666514,3,medium,6,0.594081208,0,182.1247566,0
retail,0,0.613925561,3,medium,7,0.899026606,0,185.6842156,1
engineering,0,0.609025591,4,low,5,0.669331737,0,180.3210892,0
sales,0,0.528971529,3,medium,5,0.809739068,0,179.085851,0
retail,0,0.529467882,3,medium,8,0.414224781,0,190.1151778,0
operations,0,0.678314983,4,medium,5,0.501875562,0,180.5792525,0
IT,0,0.835289808,3,medium,4,0.435548859,0,177.4039362,0
engineering,0,0.604897679,3,medium,5,0.733075008,1,178.9346343,0
marketing,0,0.570862409,3,low,8,0.477284947,0,189.9640019,0
engineering,0,0.529579806,3,medium,6,0.748512221,0,184.283557,0
engineering,0,0.582077675,3,medium,7,0.631014197,0,186.8005401,1
sales,0,0.511069624,3,medium,6,0.163098402,0,183.7972445,0
operations,0,0.684205191,3,medium,6,0.408354034,0,181.8786893,1
sales,0,0.557204881,3,medium,9,0.519689498,0,192.035389,0
sales,0,0.670464022,3,medium,8,0.544673577,0,189.3650945,0
sales,0,0.556119172,3,medium,8,0.330998527,0,188.8069392,0
sales,0,0.621622923,3,medium,9,0.614107439,0,193.0836352,0
operations,0,0.488820427,3,medium,6,0.671490147,0,182.1120469,0
finance,0,0.574492428,4,low,6,0.288001948,1,184.4092159,0
sales,0,0.565311264,3,low,8,0.52955126,1,190.1722604,0
engineering,0,0.641754171,3,low,7,0.415488121,0,185.7497746,1
retail,0,0.544604026,3,low,5,0.794542271,0,181.2695476,0
marketing,0,0.565273691,5,high,6,0.147306493,0,181.9910237,0
engineering,0,0.655926124,3,high,8,0.502962115,0,189.7412722,0
engineering,0,0.743745071,4,medium,6,0.355972764,0,183.0833257,1
operations,0,0.554843163,4,medium,8,0.56974316,0,187.5409905,1
sales,0,0.531545145,3,medium,7,0.67192048,0,186.8484485,1
retail,0,0.642088904,3,medium,7,0.788299731,0,186.8185873,1
engineering,0,0.626563675,3,low,6,0.596377026,0,181.7255701,0
sales,0,0.537255199,4,medium,5,0.776331138,0,180.7074166,0
retail,0,0.659302489,3,high,8,0.49506413,0,187.866686,1
engineering,0,0.649470629,3,medium,6,0.692103349,0,182.942893,0
operations,0,0.644073202,3,medium,5,0.60731782,0,178.977748,0
engineering,0,0.706732997,4,medium,7,0.141398758,0,186.1187465,1
retail,0,0.515579374,3,high,7,0.444642972,0,187.1197177,0
operations,0,0.724931024,4,medium,7,0.398550146,0,185.6968524,0
support,0,0.620611604,4,medium,7,0.68880405,0,186.8890156,1
operations,0,0.849669109,3,medium,9,0.430532755,0,192.3205202,0
operations,0,0.719349869,4,medium,4,0.566929996,1,178.0588255,1
operations,0,0.695332141,3,medium,8,0.502889456,0,188.8957922,1
support,0,0.725882481,3,low,5,0.471959982,1,178.827345,0
operations,0,0.649973983,3,low,6,0.655447688,0,184.1701134,0
sales,0,0.62086779,3,medium,5,0.711674055,0,180.0556388,0
sales,1,0.745686052,4,low,6,0.476720946,0,183.3488243,0
retail,0,0.510233126,3,high,6,0.674884169,0,182.1296372,0
sales,0,0.766999152,3,medium,4,0.368028576,1,177.9944963,1
marketing,0,0.540241484,3,medium,7,0.661022309,0,186.7757268,1
sales,0,0.56944027,3,medium,6,0.617726875,0,183.6699943,0
operations,0,0.591894485,3,medium,4,0.721277093,1,178.0905438,0
admin,0,0.553650385,3,medium,6,0.742761275,1,183.5712894,0
sales,0,0.602010281,4,medium,7,0.392740382,1,185.7678354,0
support,0,0.67126371,4,medium,7,0.224213672,0,187.4454656,0
support,0,0.716562547,4,low,6,0.259243025,0,183.0937159,0
engineering,0,0.54783641,3,medium,5,0.685199403,0,181.3860922,0
marketing,0,0.591887845,3,medium,8,0.60389645,0,187.6538326,1
marketing,0,0.751716485,4,high,8,0.340109612,0,189.9169903,1
retail,0,0.630653553,3,medium,6,0.612635954,0,183.5508804,0
retail,0,0.551362979,3,medium,6,0.332301123,0,183.9073199,0
support,0,0.810817158,3,medium,5,0.449074541,1,180.4253407,1
marketing,0,0.801753941,3,medium,6,0.35723686,0,182.0431175,1
engineering,0,0.617193075,2,medium,7,0.228035847,0,185.3629229,0
support,0,0.66755118,3,medium,7,0.586204179,0,187.4287809,1
logistics,0,0.622308692,3,medium,5,0.703913984,0,180.8629261,0
sales,0,0.675215369,3,low,8,0.556375413,0,187.9053892,1
finance,0,0.657250323,3,medium,7,0.55268779,0,186.7997738,0
retail,0,0.675050574,3,medium,8,0.418110622,0,189.0645926,0
sales,0,0.589070757,4,medium,6,0.613150985,0,183.0604271,0
operations,0,0.808770584,4,medium,8,0.471201692,1,188.8287727,0
sales,0,0.632646391,3,low,6,0.665942414,0,183.6569782,0
sales,0,0.740399899,2,high,8,0.343067654,0,187.8657376,0
marketing,0,0.51646348,3,medium,8,0.278278429,1,188.8129089,0
operations,0,0.690441336,3,medium,6,0.586420525,0,183.9781269,0
operations,0,0.671785154,3,high,6,0.512878783,0,181.6987995,0
operations,0,0.728103452,3,low,8,0.490034293,0,189.5420234,1
engineering,0,0.556052286,3,medium,5,0.740355849,0,179.2627488,0
operations,0,0.805883335,4,low,5,0.338426004,0,179.1633628,1
support,0,0.749956286,3,medium,8,0.396536298,0,188.8020015,1
marketing,0,0.80902246,3,medium,6,0.512338346,0,182.0269852,1
retail,0,0.724704471,4,medium,6,0.208318019,0,183.3178099,0
sales,0,0.759990304,3,medium,5,0.489672961,0,180.7019946,0
support,0,0.672615752,4,medium,7,0.221722099,1,184.5273417,0
sales,0,0.706398552,3,medium,6,0.24554386,0,183.4752881,0
logistics,0,0.481672058,3,medium,7,0.427291386,0,186.6793545,0
engineering,0,0.705453343,2,high,7,0.351636404,0,187.0279863,1
finance,0,0.786523253,3,high,5,0.393116249,0,180.0031074,1
marketing,0,0.69136754,3,high,8,0.512566864,0,188.2963474,0
admin,0,0.734991463,4,medium,6,0.516115051,1,183.0545713,0
marketing,0,0.669471646,4,low,7,0.516545321,0,186.5769991,0
support,0,0.609399138,4,medium,6,0.486046168,0,184.3148525,0
engineering,0,0.701124709,4,medium,5,0.638081947,0,178.7037473,0
engineering,0,0.620363796,3,high,5,0.547963059,1,181.1605956,0
retail,0,0.389767363,3,high,7,0.330298401,0,187.2808397,0
retail,0,0.774565687,3,high,5,0.318826015,0,180.9901763,0
finance,0,0.712092343,3,medium,4,0.66122802,0,175.7395304,0
support,0,0.82999927,4,medium,5,0.27759106,0,180.4823834,1
